Country,Song,Artist,F/SF,Year,Points,R/O,Place,Contest_Location,Jury_1.0,Jury_2.0,Jury_3.0,Jury_4.0,Jury_5.0,Jury_6.0,Jury_7.0,Jury_8.0,Jury_10.0,Jury_12.0,Crowd_1,Crowd_2,Crowd_3,Crowd_4,Crowd_5,Crowd_6,Crowd_7,Crowd_8,Crowd_10,Crowd_12,No. of neighbours,Albania,Armenia,Australia,Austria,Azerbaijan,Belarus,Belgium,Bosnia & Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Latvia,Lithuania,Luxembourg,Malta,Moldova,Monaco,Montenegro,Morocco,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russia,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom
Yugoslavia,Ja Sam Za Ples,Novi Fosili,Final,1987,92.0,21,4,Brussels ,Finland,United Kingdom,Switzerland,Belgium,Greece,Ireland,Germany,Netherlands,Cyprus,Italy,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Lisa Mona Lisa,Wilfried,Final,1988,0.0,12,21,Dublin ,Luxembourg,Israel,Norway,Yugoslavia,Italy,Ireland,France,Spain,United Kingdom,Denmark,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Belgium,Laissez Briller Le Soleil,Reynaert,Final,1988,5.0,16,18,Dublin ,Sweden,France,Norway,Switzerland,Ireland,Spain,Denmark,Luxembourg,Israel,United Kingdom,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,Ka' Du Se Hva' Jeg Sa',Kirsten & Søren,Final,1988,92.0,13,3,Dublin ,Spain,Luxembourg,France,Iceland,Norway,Germany,Ireland,Sweden,United Kingdom,Yugoslavia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Nauravat Silmät Muistetaan,Boulevard,Final,1988,3.0,3,20,Dublin ,Yugoslavia,Ireland,France,Denmark,Switzerland,Israel,Norway,Italy,United Kingdom,Luxembourg,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
France,Chanteur De Charme,Gérard Lenorman,Final,1988,64.0,19,10,Dublin ,Switzerland,Iceland,Yugoslavia,Ireland,Belgium,Turkey,Greece,Italy,Israel,Denmark,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Germany,Lied Für Einen Freund,Maxi & Chris Garden,Final,1988,48.0,11,14,Dublin ,Norway,Italy,France,Denmark,Israel,Netherlands,Ireland,Turkey,United Kingdom,Switzerland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,9,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Greece,Kloun,Aphroditi Fryda,Final,1988,10.0,14,17,Dublin ,Portugal,Luxembourg,Israel,Yugoslavia,France,United Kingdom,Norway,Spain,Switzerland,Netherlands,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Iceland,Sókrates,Beathoven,Final,1988,20.0,1,16,Dublin ,United Kingdom,Spain,Sweden,Luxembourg,Norway,Israel,Switzerland,Germany,Denmark,Yugoslavia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Take Him Home,Jump the Gun,Final,1988,79.0,10,8,Dublin ,Israel,Netherlands,Yugoslavia,Denmark,Sweden,Germany,United Kingdom,Norway,Switzerland,Luxembourg,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Israel,Ben Adam,Yardena Arazi,Final,1988,85.0,8,7,Dublin ,Norway,Spain,Finland,Switzerland,Germany,Denmark,Netherlands,Turkey,United Kingdom,Yugoslavia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,Ti Scrivo,Luca Barbarossa,Final,1988,52.0,18,12,Dublin ,Iceland,Luxembourg,Israel,Norway,Netherlands,Yugoslavia,Switzerland,Spain,Sweden,United Kingdom,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Luxembourg,Croire,Lara Fabian,Final,1988,90.0,17,4,Dublin ,Switzerland,Italy,Sweden,Turkey,Israel,Spain,Yugoslavia,United Kingdom,France,Netherlands,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Shangri-la,Gerard Joling,Final,1988,70.0,7,9,Dublin ,Turkey,France,Israel,Iceland,Luxembourg,Ireland,Norway,Sweden,Switzerland,Denmark,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,For Vår Jord,Karoline Krüger,Final,1988,88.0,15,5,Dublin ,France,Spain,Italy,Germany,United Kingdom,Luxembourg,Ireland,Switzerland,Denmark,Sweden,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Portugal,Voltarei,Dora,Final,1988,5.0,20,18,Dublin ,France,Germany,United Kingdom,Luxembourg,Ireland,Denmark,Norway,Iceland,Israel,Switzerland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Spain,La Chica Que Yo Quiero (made In Spain),La Década,Final,1988,58.0,6,11,Dublin ,Denmark,France,Germany,Portugal,Turkey,Israel,Italy,Switzerland,United Kingdom,Ireland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sweden,Stad I Ljus,Tommy Körberg,Final,1988,52.0,2,12,Dublin ,Iceland,France,Denmark,Turkey,United Kingdom,Yugoslavia,Ireland,Norway,Luxembourg,Switzerland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,Ne Partez Pas Sans Moi,Céline Dion,Final,1988,137.0,9,1,Dublin ,Denmark,Yugoslavia,France,Ireland,United Kingdom,Spain,Netherlands,Italy,Israel,Luxembourg,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Sufi,MFÖ,Final,1988,37.0,5,15,Dublin ,Germany,Ireland,Greece,Italy,Spain,Netherlands,Yugoslavia,France,Switzerland,United Kingdom,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Go,Scott Fitzgerald,Final,1988,136.0,4,2,Dublin ,Turkey,Sweden,Ireland,Israel,Germany,Netherlands,Luxembourg,Yugoslavia,Switzerland,Norway,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yugoslavia,Mangup,Srebrna Krila,Final,1988,87.0,21,6,Dublin ,Israel,Ireland,Luxembourg,Spain,Italy,Switzerland,Netherlands,Germany,Norway,France,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Nur Ein Lied,Thomas Forstner,Final,1989,97.0,13,5,Lausanne ,Switzerland,Cyprus,Finland,Netherlands,France,Portugal,Denmark,United Kingdom,Yugoslavia,Sweden,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Belgium,Door De Wind,Ingeborg,Final,1989,13.0,6,19,Lausanne ,Greece,Portugal,Ireland,Denmark,Germany,Sweden,Spain,Norway,Yugoslavia,Austria,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,Apopse As Vrethoume,Fanny Polymeri and Yiannis Savvidakis,Final,1989,51.0,17,11,Lausanne ,Germany,United Kingdom,Finland,Spain,Yugoslavia,Italy,France,Sweden,Austria,Greece,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Denmark,Vi Maler Byen Rød,Birthe Kjær,Final,1989,111.0,12,3,Lausanne ,United Kingdom,Switzerland,France,Austria,Israel,Norway,Germany,Cyprus,Yugoslavia,Sweden,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,La Dolce Vita,Anneli Saaristo,Final,1989,76.0,14,7,Lausanne ,Austria,Portugal,France,Netherlands,Israel,United Kingdom,Yugoslavia,Spain,Italy,Denmark,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
France,J'ai Volé La Vie,Nathalie Pâque,Final,1989,60.0,15,8,Lausanne ,Greece,Sweden,Yugoslavia,Norway,Luxembourg,Denmark,Netherlands,Spain,Finland,United Kingdom,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Germany,Flieger,Nino de Angelo,Final,1989,46.0,21,14,Lausanne ,Yugoslavia,France,Israel,Ireland,Austria,Netherlands,Italy,Sweden,Spain,United Kingdom,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,9,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Greece,To Diko Sou Asteri,Marianna,Final,1989,56.0,19,9,Lausanne ,Netherlands,United Kingdom,Germany,Italy,France,Portugal,Cyprus,Sweden,Spain,Austria,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Iceland,Það Sem Enginn Sér,Daníel Augúst Haraldsson,Final,1989,0.0,20,22,Lausanne ,Belgium,Sweden,Germany,Greece,Israel,Yugoslavia,Switzerland,Austria,Denmark,Cyprus,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,The Real Me,Kiev Connolly and the Missing Passengers,Final,1989,21.0,3,18,Lausanne ,Cyprus,Germany,Netherlands,United Kingdom,Belgium,France,Israel,Finland,Denmark,Yugoslavia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Israel,Derech Ha'melech,Gili & Galit,Final,1989,50.0,2,12,Lausanne ,Denmark,Norway,Cyprus,Switzerland,France,Sweden,United Kingdom,Austria,Finland,Yugoslavia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,Avrei Voluto,Anna Oxa and Fausto Leali,Final,1989,56.0,1,9,Lausanne ,Israel,Cyprus,France,Switzerland,Denmark,United Kingdom,Germany,Spain,Netherlands,Austria,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Luxembourg,Monsieur,Park Café,Final,1989,8.0,11,20,Lausanne ,Netherlands,Ireland,Denmark,Finland,Yugoslavia,Sweden,Portugal,France,Spain,United Kingdom,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Blijf Zoals Je Bent,Justine Pelmelay,Final,1989,45.0,4,15,Lausanne ,Greece,Norway,Israel,France,Belgium,Finland,United Kingdom,Yugoslavia,Switzerland,Denmark,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,Venners Nærhet,Britt Synnøve Johansen,Final,1989,30.0,8,17,Lausanne ,Portugal,Belgium,Ireland,Spain,France,Greece,Yugoslavia,Sweden,Denmark,United Kingdom,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Portugal,Conquistador,Da Vinci,Final,1989,39.0,9,16,Lausanne ,Finland,Denmark,Switzerland,Yugoslavia,Germany,Cyprus,Italy,Sweden,Greece,United Kingdom,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Spain,Nacida Para Amar,Nina,Final,1989,88.0,16,6,Lausanne ,Turkey,Austria,Luxembourg,Greece,Sweden,Netherlands,Finland,Portugal,United Kingdom,Italy,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sweden,En Dag,Tommy Nilsson,Final,1989,110.0,10,4,Lausanne ,France,Norway,Portugal,Finland,Israel,Germany,Austria,Yugoslavia,United Kingdom,Denmark,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,Viver Senza Tei,Furbaz,Final,1989,47.0,18,13,Lausanne ,Norway,Italy,Sweden,Cyprus,Yugoslavia,Germany,Israel,Austria,Spain,Greece,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Bana Bana,Pan,Final,1989,5.0,5,21,Lausanne ,United Kingdom,Spain,Austria,Portugal,Norway,Denmark,Ireland,Switzerland,Finland,Yugoslavia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Why Do I Always Get It Wrong,Live Report,Final,1989,130.0,7,2,Lausanne ,Germany,Israel,Netherlands,Sweden,Greece,Cyprus,Spain,Switzerland,Denmark,Yugoslavia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yugoslavia,Rock Me,Riva,Final,1989,137.0,22,1,Lausanne ,Denmark,Ireland,France,Turkey,Austria,United Kingdom,Israel,Italy,Finland,Sweden,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,Keine Mauern Mehr,Simone,Final,1990,58.0,20,10,Zagreb ,United Kingdom,France,Germany,Belgium,Luxembourg,Denmark,Italy,Spain,Iceland,Ireland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Belgium,Macédomienne,Philippe Lafontaine,Final,1990,46.0,3,12,Zagreb ,Spain,Austria,Denmark,France,Cyprus,Germany,Ireland,Italy,Iceland,United Kingdom,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,Milas Poli,Haris Anastasiou,Final,1990,36.0,21,14,Zagreb ,Switzerland,Netherlands,United Kingdom,Denmark,Luxembourg,Greece,France,Spain,Yugoslavia,Italy,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Denmark,Hallo Hallo,Lonnie Devantier,Final,1990,64.0,11,8,Zagreb ,Norway,Cyprus,United Kingdom,Germany,France,Italy,Yugoslavia,Ireland,Iceland,Switzerland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Fri?,Beat,Final,1990,8.0,22,21,Zagreb ,Yugoslavia,Austria,Switzerland,Ireland,Israel,Cyprus,Iceland,Italy,Spain,France,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
France,White And Black Blues,Joelle Ursull,Final,1990,132.0,14,2,Zagreb ,Switzerland,Yugoslavia,Austria,Italy,Spain,Netherlands,Ireland,Belgium,United Kingdom,Luxembourg,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Germany,Frei Zu Leben,Chris Kempers & Daniel Kovac,Final,1990,60.0,13,9,Zagreb ,United Kingdom,Sweden,Luxembourg,Israel,Turkey,Italy,Ireland,Belgium,France,Spain,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,9,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Greece,Horis Skopo,Christos Callow & Wave,Final,1990,11.0,2,19,Zagreb ,Netherlands,Sweden,Iceland,Luxembourg,United Kingdom,Cyprus,Ireland,Spain,Italy,Switzerland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Iceland,Eitt Lag Enn,Stjórnin,Final,1990,124.0,8,4,Zagreb ,Germany,Turkey,Italy,Spain,Finland,Austria,Denmark,Ireland,Yugoslavia,France,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
