,1,2,3,4,5,6,7,8,10,12,Year
Italy,France,Moldova,San Marino,Serbia,Lithuania,Iceland,Russia,Finland,Albania,Ukraine,2021
Lithuania,Sweden,Belgium,Iceland,Russia,Norway,Switzerland,Finland,France,Italy,Ukraine,2021
Malta,Ukraine,Cyprus,France,Serbia,Iceland,Lithuania,Finland,Sweden,Norway,Italy,2021
Moldova,Azerbaijan,Lithuania,Sweden,Switzerland,Finland,France,Greece,Italy,Ukraine,Russia,2021
Netherlands,Malta,Italy,Lithuania,Finland,Ukraine,Portugal,Switzerland,Iceland,Greece,France,2021
Norway,Azerbaijan,Switzerland,Malta,France,Ukraine,Finland,Italy,Sweden,Iceland,Lithuania,2021
Portugal,Russia,Greece,Iceland,Sweden,Finland,Switzerland,Italy,Moldova,Ukraine,France,2021
Russia,Iceland,Lithuania,Moldova,Azerbaijan,Switzerland,France,Ukraine,Finland,Italy,Cyprus,2021
San Marino,Russia,Bulgaria,Switzerland,Finland,Ukraine,Moldova,Greece,Cyprus,France,Italy,2021
Serbia,Switzerland,Cyprus,Greece,Azerbaijan,Iceland,Russia,Finland,Ukraine,France,Italy,2021
Spain,Portugal,Finland,Malta,Lithuania,Iceland,Ukraine,Switzerland,Bulgaria,Italy,France,2021
Sweden,Serbia,Malta,Italy,Ukraine,Switzerland,France,Lithuania,Norway,Iceland,Finland,2021
Switzerland,Lithuania,Ukraine,Sweden,Finland,Iceland,France,Albania,Portugal,Italy,Serbia,2021
Ukraine,Belgium,Sweden,Azerbaijan,Russia,France,Iceland,Switzerland,Finland,Lithuania,Italy,2021
United Kingdom,Switzerland,Norway,Italy,Ukraine,France,Malta,Finland,Bulgaria,Iceland,Lithuania,2021
